state,sale_start,sale_end,revenue
Maine,2014-08-16,2014-08-19,364.0
New Mexico,2014-11-23,2014-11-26,1153.0
Missouri,2014-07-21,2014-07-22,1123.0
Florida,2014-10-23,2014-10-23,820.0
Iowa,2014-06-09,2014-06-09,1338.0
Maine,2014-03-20,2014-03-23,415.0
Missouri,2014-09-12,2014-09-13,1126.0
Mississippi,2014-10-15,2014-10-16,587.0
Arkansas,2014-11-22,2014-11-24,1140.0
Florida,2014-09-25,2014-09-25,895.0
California,2014-09-16,2014-09-18,772.0
Arkansas,2014-11-12,2014-11-14,1158.0
Delaware,2014-06-09,2014-06-10,1009.0
Oklahoma,2014-05-28,2014-05-29,419.0
New York,2014-02-27,2014-02-27,835.0
Indiana,2014-05-16,2014-05-17,588.0
Illinois,2014-03-28,2014-03-30,1545.0
Ohio,2014-09-16,2014-09-18,597.0
Nebraska,2014-07-01,2014-07-02,706.0
Nevada,2014-02-26,2014-02-28,425.0
Ohio,2014-12-16,2014-12-17,556.0
Idaho,2014-10-08,2014-10-10,1156.0
Texas,2014-10-31,2014-11-01,1131.0
Indiana,2014-01-05,2014-01-06,662.0
Kansas,2014-09-04,2014-09-05,1156.0
Idaho,2014-09-17,2014-09-17,1288.0
Kansas,2014-11-05,2014-11-07,1245.0
Illinois,2014-12-11,2014-12-13,1257.0
Alaska,2014-06-11,2014-06-11,678.0
Oregon,2014-01-12,2014-01-13,965.0
Indiana,2014-09-04,2014-09-05,429.0
Idaho,2014-10-29,2014-11-01,1323.0
Nevada,2014-07-17,2014-07-20,528.0
Illinois,2014-09-03,2014-09-06,1319.0
Maine,2014-06-18,2014-06-21,276.0
New Mexico,2014-11-15,2014-11-18,1139.0
Oklahoma,2014-07-19,2014-07-22,629.0
Oregon,2014-09-26,2014-09-28,732.0
Florida,2014-06-24,2014-06-27,1027.0
Texas,2014-12-21,2014-12-24,1087.0
Florida,2014-05-03,2014-05-06,906.0
Kansas,2014-12-06,2014-12-09,1077.0
Nevada,2014-03-07,2014-03-07,501.0
Delaware,2014-10-17,2014-10-19,810.0
Oklahoma,2014-06-06,2014-06-08,583.0
Oregon,2014-11-11,2014-11-12,641.0
Missouri,2014-11-29,2014-12-01,975.0
Florida,2014-12-26,2014-12-26,782.0
Indiana,2014-05-04,2014-05-06,491.0
Indiana,2014-05-07,2014-05-07,683.0
Mississippi,2014-12-20,2014-12-23,558.0
Missouri,2014-11-08,2014-11-10,1241.0
Washington,2014-09-03,2014-09-03,817.0
Ohio,2014-03-18,2014-03-20,604.0
Iowa,2014-12-14,2014-12-17,1095.0
Illinois,2014-11-07,2014-11-07,1385.0
California,2014-03-29,2014-03-29,701.0
Idaho,2014-01-28,2014-01-30,1576.0
Oklahoma,2014-06-24,2014-06-24,547.0
Indiana,2014-07-13,2014-07-13,618.0
Maine,2014-08-31,2014-09-03,323.0
Montana,2014-12-25,2014-12-26,840.0
Louisiana,2014-09-10,2014-09-12,1448.0
Ohio,2014-02-10,2014-02-13,577.0
Mississippi,2014-08-01,2014-08-02,583.0
Iowa,2014-12-22,2014-12-22,1160.0
Alaska,2014-02-26,2014-02-27,746.0
Maine,2014-08-05,2014-08-07,223.0
New York,2014-07-09,2014-07-10,850.0
Nevada,2014-03-16,2014-03-18,599.0
Illinois,2014-10-19,2014-10-19,1327.0
New York,2014-02-17,2014-02-18,764.0
Missouri,2014-06-18,2014-06-19,1207.0
Maine,2014-04-01,2014-04-01,356.0
California,2014-03-18,2014-03-20,469.0
Idaho,2014-12-01,2014-12-03,1175.0
Missouri,2014-07-17,2014-07-18,1185.0
New York,2014-12-11,2014-12-12,802.0
Delaware,2014-05-20,2014-05-20,848.0
Alaska,2014-03-09,2014-03-09,752.0
Oklahoma,2014-04-06,2014-04-08,434.0
Louisiana,2014-05-17,2014-05-20,1326.0
Oregon,2014-06-17,2014-06-20,694.0
Maine,2014-06-12,2014-06-13,263.0
Oklahoma,2014-04-08,2014-04-11,314.0
Idaho,2014-11-15,2014-11-17,1188.0
Montana,2014-08-17,2014-08-18,794.0
Alaska,2014-04-04,2014-04-04,669.0
Illinois,2014-08-05,2014-08-05,1417.0
Missouri,2014-12-05,2014-12-08,1092.0
Missouri,2014-10-23,2014-10-26,1114.0
Kansas,2014-09-14,2014-09-15,1106.0
California,2014-12-20,2014-12-23,580.0
Missouri,2014-10-21,2014-10-23,1135.0
Delaware,2014-06-29,2014-06-29,790.0
New Mexico,2014-09-24,2014-09-24,1143.0
Louisiana,2014-10-16,2014-10-16,1478.0
California,2014-01-26,2014-01-29,557.0
Iowa,2014-09-14,2014-09-15,1121.0
Missouri,2014-08-16,2014-08-17,1112.0
Georgia,2014-09-01,2014-09-01,1204.0
Arkansas,2014-10-23,2014-10-25,1161.0
California,2014-05-28,2014-05-28,656.0
Illinois,2014-11-22,2014-11-24,1441.0
Nevada,2014-07-03,2014-07-03,434.0
Georgia,2014-11-13,2014-11-14,1245.0
Illinois,2014-08-08,2014-08-09,1416.0
Ohio,2014-04-15,2014-04-18,640.0
Texas,2014-12-14,2014-12-17,1123.0
Mississippi,2014-07-02,2014-07-04,674.0
Oregon,2014-12-15,2014-12-18,599.0
Delaware,2014-11-13,2014-11-13,874.0
Louisiana,2014-09-18,2014-09-18,1358.0
Louisiana,2014-08-31,2014-09-01,1490.0
Nevada,2014-01-05,2014-01-06,677.0
Iowa,2014-10-13,2014-10-14,1066.0
Nevada,2014-02-06,2014-02-06,451.0
Ohio,2014-01-03,2014-01-03,682.0
Oklahoma,2014-03-15,2014-03-18,639.0
Louisiana,2014-02-10,2014-02-12,1544.0
Kansas,2014-11-06,2014-11-08,1043.0
Alaska,2014-05-24,2014-05-24,590.0
Alaska,2014-06-28,2014-07-01,694.0
Oklahoma,2014-02-04,2014-02-05,603.0
New Mexico,2014-07-31,2014-08-03,1244.0
Kansas,2014-10-09,2014-10-12,1191.0
Maine,2014-01-12,2014-01-15,419.0
Illinois,2014-10-21,2014-10-22,1258.0
Illinois,2014-10-07,2014-10-10,1459.0
Delaware,2014-06-20,2014-06-21,1022.0
Maine,2014-07-15,2014-07-18,441.0
Indiana,2014-01-18,2014-01-20,713.0
Washington,2014-04-08,2014-04-11,1283.0
Nevada,2014-12-16,2014-12-17,449.0
New York,2014-04-21,2014-04-23,829.0
Georgia,2014-08-20,2014-08-21,1377.0
California,2014-03-24,2014-03-25,760.0
Maine,2014-09-12,2014-09-14,390.0
Missouri,2014-06-02,2014-06-04,1214.0
Texas,2014-02-28,2014-03-03,1400.0
Washington,2014-07-16,2014-07-18,816.0
Oregon,2014-03-31,2014-04-03,688.0
Kansas,2014-11-30,2014-12-01,999.0
Alaska,2014-02-25,2014-02-26,742.0
California,2014-10-16,2014-10-19,444.0
Georgia,2014-08-31,2014-09-01,1147.0
Maine,2014-01-11,2014-01-11,383.0
Iowa,2014-01-30,2014-01-31,1165.0
Nevada,2014-04-10,2014-04-12,473.0
Oregon,2014-04-17,2014-04-18,653.0
Indiana,2014-07-31,2014-08-03,475.0
Oregon,2014-05-12,2014-05-12,664.0
Montana,2014-06-23,2014-06-25,902.0
Indiana,2014-05-20,2014-05-23,581.0
Delaware,2014-08-13,2014-08-13,768.0
Ohio,2014-01-08,2014-01-09,652.0
California,2014-09-20,2014-09-23,518.0
Arkansas,2014-12-14,2014-12-16,1249.0
Florida,2014-07-15,2014-07-17,961.0
Florida,2014-04-17,2014-04-18,1006.0
Iowa,2014-12-25,2014-12-27,999.0
Montana,2014-06-04,2014-06-05,800.0
Oregon,2014-02-16,2014-02-16,815.0
Florida,2014-10-16,2014-10-18,969.0
Louisiana,2014-04-04,2014-04-05,1553.0
Delaware,2014-04-02,2014-04-04,1049.0
Oklahoma,2014-03-26,2014-03-26,666.0
Kansas,2014-11-08,2014-11-08,1043.0
Mississippi,2014-06-12,2014-06-13,707.0
Kansas,2014-08-05,2014-08-07,1275.0
Illinois,2014-02-12,2014-02-15,1620.0
Texas,2014-12-02,2014-12-03,1021.0
Arkansas,2014-10-04,2014-10-06,1228.0
Arkansas,2014-10-07,2014-10-08,1163.0
Oregon,2014-06-13,2014-06-16,570.0
California,2014-04-02,2014-04-02,661.0
California,2014-01-26,2014-01-27,682.0
Maine,2014-10-18,2014-10-20,406.0
Florida,2014-12-13,2014-12-15,960.0
Illinois,2014-12-26,2014-12-28,1305.0
Kansas,2014-05-22,2014-05-22,1351.0
Kansas,2014-07-02,2014-07-03,1186.0
California,2014-01-03,2014-01-05,782.0
Georgia,2014-07-14,2014-07-14,1255.0
Missouri,2014-07-24,2014-07-24,1207.0
Georgia,2014-07-22,2014-07-22,1266.0
New Mexico,2014-06-03,2014-06-04,1256.0
Iowa,2014-12-19,2014-12-21,1094.0
Oklahoma,2014-01-05,2014-01-08,471.0
Oklahoma,2014-04-30,2014-05-01,661.0
Louisiana,2014-09-18,2014-09-21,1465.0
California,2014-10-26,2014-10-28,582.0
New Mexico,2014-08-08,2014-08-09,1083.0
Texas,2014-05-27,2014-05-29,1126.0
Maine,2014-03-24,2014-03-26,399.0
Arkansas,2014-07-15,2014-07-18,1368.0
Arkansas,2014-08-19,2014-08-21,1306.0
Florida,2014-06-14,2014-06-16,950.0
Oklahoma,2014-11-07,2014-11-07,699.0
Illinois,2014-12-12,2014-12-14,1320.0
Ohio,2014-09-15,2014-09-15,662.0
Oklahoma,2014-05-23,2014-05-26,523.0
Louisiana,2014-12-03,2014-12-05,1389.0
Kansas,2014-08-12,2014-08-13,1210.0
Iowa,2014-10-21,2014-10-22,1065.0
Ohio,2014-10-15,2014-10-17,572.0
Oregon,2014-03-27,2014-03-27,687.0
Oklahoma,2014-05-18,2014-05-21,517.0
Oklahoma,2014-09-28,2014-09-28,532.0
Mississippi,2014-06-10,2014-06-13,493.0
Mississippi,2014-07-20,2014-07-23,828.0
Ohio,2014-10-24,2014-10-24,629.0
Iowa,2014-05-29,2014-06-01,1242.0
Texas,2014-09-03,2014-09-06,1441.0
Texas,2014-07-11,2014-07-11,1256.0
Montana,2014-05-16,2014-05-19,905.0
Idaho,2014-11-20,2014-11-22,1089.0
Louisiana,2014-12-01,2014-12-02,1389.0
Maine,2014-01-21,2014-01-24,423.0
Oregon,2014-04-13,2014-04-15,790.0
Mississippi,2014-06-02,2014-06-04,721.0
Louisiana,2014-11-28,2014-11-29,1356.0
Delaware,2014-12-25,2014-12-26,829.0
Oklahoma,2014-09-29,2014-10-02,473.0
New York,2014-02-21,2014-02-23,688.0
Alaska,2014-02-08,2014-02-11,476.0
Nebraska,2014-05-09,2014-05-10,536.0
Oregon,2014-01-26,2014-01-26,794.0
New York,2014-02-04,2014-02-06,794.0
Washington,2014-08-23,2014-08-26,809.0
Alaska,2014-05-10,2014-05-11,725.0
Maine,2014-01-10,2014-01-12,428.0
Nevada,2014-10-16,2014-10-19,537.0
Texas,2014-11-29,2014-11-30,1252.0
New Mexico,2014-10-09,2014-10-09,1134.0
Alaska,2014-02-05,2014-02-06,783.0
Delaware,2014-10-22,2014-10-22,738.0
Washington,2014-09-22,2014-09-24,782.0
Illinois,2014-10-03,2014-10-05,1333.0
Maine,2014-06-20,2014-06-20,276.0
Ohio,2014-01-10,2014-01-12,729.0
Delaware,2014-07-07,2014-07-10,987.0
Nebraska,2014-05-04,2014-05-06,804.0
Georgia,2014-11-13,2014-11-13,1196.0
Washington,2014-08-26,2014-08-29,823.0
Delaware,2014-10-04,2014-10-05,841.0
New Mexico,2014-11-13,2014-11-16,1119.0
Missouri,2014-10-24,2014-10-25,1184.0
Kansas,2014-11-12,2014-11-12,1188.0
Louisiana,2014-02-19,2014-02-19,1613.0
Oklahoma,2014-05-01,2014-05-02,509.0
Mississippi,2014-07-24,2014-07-26,558.0
Kansas,2014-07-15,2014-07-16,1214.0
Texas,2014-05-21,2014-05-24,1253.0
Nevada,2014-07-09,2014-07-09,446.0
California,2014-08-20,2014-08-22,593.0
Maine,2014-01-01,2014-01-02,469.0
Nebraska,2014-01-12,2014-01-15,822.0
Mississippi,2014-03-05,2014-03-07,509.0
Idaho,2014-09-20,2014-09-20,1269.0
New York,2014-06-15,2014-06-17,684.0
Ohio,2014-04-10,2014-04-11,675.0
Nebraska,2014-12-22,2014-12-25,538.0
Nevada,2014-09-21,2014-09-24,412.0
Texas,2014-10-30,2014-10-31,1179.0
Illinois,2014-07-26,2014-07-28,1470.0
Montana,2014-02-27,2014-02-28,898.0
Missouri,2014-11-28,2014-11-28,1193.0
Nevada,2014-01-28,2014-01-28,540.0
Idaho,2014-10-31,2014-11-02,1283.0
Georgia,2014-05-25,2014-05-28,1302.0
Arkansas,2014-11-07,2014-11-10,1121.0
New York,2014-02-04,2014-02-07,752.0
Alaska,2014-08-05,2014-08-07,638.0
Maine,2014-11-17,2014-11-17,379.0
Iowa,2014-09-19,2014-09-22,1156.0
Missouri,2014-06-03,2014-06-04,1109.0
Arkansas,2014-08-24,2014-08-27,1334.0
Iowa,2014-11-24,2014-11-25,1055.0
Ohio,2014-08-06,2014-08-09,652.0
Oklahoma,2014-02-02,2014-02-04,597.0
Louisiana,2014-10-22,2014-10-24,1248.0
Indiana,2014-04-24,2014-04-24,598.0
Delaware,2014-08-30,2014-09-01,826.0
Kansas,2014-05-31,2014-06-03,1012.0
Oregon,2014-04-07,2014-04-07,778.0
New York,2014-05-06,2014-05-06,717.0
Mississippi,2014-02-08,2014-02-09,740.0
Louisiana,2014-10-07,2014-10-07,1423.0
Montana,2014-09-10,2014-09-13,867.0
Missouri,2014-08-30,2014-08-31,1034.0
New York,2014-10-05,2014-10-05,721.0
Indiana,2014-01-30,2014-01-31,539.0
Nevada,2014-02-13,2014-02-15,431.0
Delaware,2014-09-06,2014-09-07,853.0
Georgia,2014-07-06,2014-07-09,1371.0
Arkansas,2014-11-10,2014-11-12,1206.0
Delaware,2014-12-12,2014-12-13,847.0
Kansas,2014-09-15,2014-09-16,1144.0
Nebraska,2014-06-13,2014-06-15,751.0
New Mexico,2014-05-26,2014-05-29,1200.0
Texas,2014-12-15,2014-12-16,1254.0
New Mexico,2014-06-24,2014-06-25,1096.0
Indiana,2014-06-20,2014-06-23,700.0
Texas,2014-07-13,2014-07-14,1297.0
Ohio,2014-01-19,2014-01-22,485.0
Louisiana,2014-05-10,2014-05-11,1515.0
New Mexico,2014-09-02,2014-09-05,1185.0
Texas,2014-12-20,2014-12-21,999.0
Mississippi,2014-06-05,2014-06-05,684.0
Mississippi,2014-04-05,2014-04-07,441.0
New Mexico,2014-10-24,2014-10-24,1131.0
Washington,2014-07-11,2014-07-12,954.0
Maine,2014-06-27,2014-06-28,340.0
Nebraska,2014-04-17,2014-04-20,679.0
Louisiana,2014-12-24,2014-12-27,1347.0
Delaware,2014-10-13,2014-10-16,864.0
Montana,2014-12-19,2014-12-20,801.0
Idaho,2014-07-21,2014-07-21,1291.0
Texas,2014-12-26,2014-12-26,1050.0
Idaho,2014-09-05,2014-09-05,1281.0
Maine,2014-07-18,2014-07-19,462.0
Illinois,2014-10-18,2014-10-21,1378.0
Alaska,2014-07-18,2014-07-19,644.0
Texas,2014-06-07,2014-06-09,1237.0
Arkansas,2014-12-08,2014-12-11,1055.0
Louisiana,2014-08-22,2014-08-23,1224.0
Oklahoma,2014-03-04,2014-03-05,562.0
Idaho,2014-11-13,2014-11-15,1268.0
Arkansas,2014-12-01,2014-12-01,1188.0
Indiana,2014-08-04,2014-08-06,492.0
Delaware,2014-03-06,2014-03-06,805.0
Delaware,2014-06-03,2014-06-05,920.0
Montana,2014-08-30,2014-09-01,987.0
Arkansas,2014-11-29,2014-12-02,1218.0
Nevada,2014-03-22,2014-03-25,583.0
Indiana,2014-03-31,2014-04-03,524.0
Kansas,2014-10-28,2014-10-31,1139.0
New Mexico,2014-11-25,2014-11-27,1108.0
Nebraska,2014-01-04,2014-01-05,835.0
Missouri,2014-12-06,2014-12-06,1142.0
Delaware,2014-07-18,2014-07-19,942.0
Delaware,2014-08-13,2014-08-14,917.0
Montana,2014-11-18,2014-11-20,678.0
Iowa,2014-06-29,2014-06-30,1052.0
Washington,2014-09-14,2014-09-17,997.0
Oklahoma,2014-01-04,2014-01-06,500.0
New York,2014-01-14,2014-01-17,844.0
New Mexico,2014-04-03,2014-04-03,1254.0
Washington,2014-10-15,2014-10-16,823.0
Oregon,2014-02-18,2014-02-20,777.0
Louisiana,2014-07-27,2014-07-30,1395.0
Alaska,2014-11-11,2014-11-11,644.0
Delaware,2014-11-11,2014-11-14,989.0
Maine,2014-03-23,2014-03-26,465.0
Georgia,2014-10-12,2014-10-12,1197.0
Kansas,2014-10-08,2014-10-09,1251.0
Missouri,2014-05-05,2014-05-08,1449.0
New York,2014-01-30,2014-01-30,799.0
Idaho,2014-11-29,2014-12-01,1319.0
Oklahoma,2014-07-12,2014-07-15,528.0
Idaho,2014-11-17,2014-11-18,1402.0
Missouri,2014-07-29,2014-08-01,1065.0
New York,2014-07-20,2014-07-21,710.0
Alaska,2014-02-28,2014-02-28,823.0
Alaska,2014-05-17,2014-05-19,712.0
Alaska,2014-03-25,2014-03-27,603.0
Iowa,2014-08-25,2014-08-27,1037.0
Louisiana,2014-12-05,2014-12-06,1367.0
Washington,2014-10-08,2014-10-09,878.0
Florida,2014-08-08,2014-08-09,829.0
Nevada,2014-09-07,2014-09-08,373.0
Alaska,2014-09-15,2014-09-18,768.0
Indiana,2014-08-08,2014-08-09,513.0
Arkansas,2014-06-24,2014-06-25,1450.0
Texas,2014-06-16,2014-06-16,1247.0
Washington,2014-11-05,2014-11-07,930.0
Missouri,2014-07-06,2014-07-08,1196.0
Oklahoma,2014-01-12,2014-01-13,582.0
Alaska,2014-01-09,2014-01-09,673.0
Kansas,2014-08-27,2014-08-30,1090.0
Delaware,2014-12-18,2014-12-18,699.0
Arkansas,2014-06-22,2014-06-24,1410.0
Nevada,2014-06-25,2014-06-26,588.0
New Mexico,2014-08-26,2014-08-27,1283.0
Delaware,2014-05-10,2014-05-11,1000.0
Oregon,2014-06-06,2014-06-08,769.0
Idaho,2014-09-02,2014-09-04,1393.0
Kansas,2014-05-07,2014-05-10,1239.0
Oklahoma,2014-02-13,2014-02-14,466.0
Nevada,2014-09-25,2014-09-26,418.0
Nebraska,2014-03-14,2014-03-14,794.0
New Mexico,2014-12-03,2014-12-05,975.0
New Mexico,2014-11-04,2014-11-06,1106.0
New York,2014-05-10,2014-05-11,822.0
Illinois,2014-12-08,2014-12-10,1300.0
Illinois,2014-04-24,2014-04-24,1396.0
Alaska,2014-06-21,2014-06-21,734.0
Missouri,2014-09-11,2014-09-12,1038.0
New Mexico,2014-09-17,2014-09-20,1152.0
New Mexico,2014-07-30,2014-07-31,1034.0
New Mexico,2014-08-23,2014-08-26,1173.0
Mississippi,2014-08-31,2014-09-02,610.0
Maine,2014-01-22,2014-01-22,461.0
Oregon,2014-08-25,2014-08-28,688.0
Delaware,2014-08-26,2014-08-27,818.0
Florida,2014-08-16,2014-08-16,1017.0
Kansas,2014-10-01,2014-10-04,1180.0
Illinois,2014-03-12,2014-03-14,1604.0
Alaska,2014-01-30,2014-01-30,647.0
Idaho,2014-05-20,2014-05-21,1406.0
Mississippi,2014-08-28,2014-08-30,538.0
Florida,2014-07-13,2014-07-14,902.0
Oregon,2014-07-28,2014-07-29,617.0
Ohio,2014-02-13,2014-02-14,569.0
Alaska,2014-03-21,2014-03-23,766.0
Kansas,2014-05-27,2014-05-27,1390.0
Kansas,2014-12-07,2014-12-09,1051.0
Iowa,2014-08-03,2014-08-04,1185.0
Florida,2014-11-19,2014-11-19,845.0
Texas,2014-09-28,2014-09-30,1197.0
Oklahoma,2014-06-27,2014-06-28,410.0
Kansas,2014-08-29,2014-08-30,1137.0
Louisiana,2014-12-02,2014-12-04,1475.0
Arkansas,2014-08-12,2014-08-14,1538.0
Nebraska,2014-05-28,2014-05-28,695.0
Ohio,2014-02-17,2014-02-19,827.0
Kansas,2014-11-03,2014-11-06,1065.0
Ohio,2014-01-08,2014-01-10,599.0
Georgia,2014-09-30,2014-10-02,1055.0
Georgia,2014-12-22,2014-12-24,1196.0
Georgia,2014-07-18,2014-07-21,1230.0
Oregon,2014-02-24,2014-02-24,740.0
Iowa,2014-12-05,2014-12-08,1237.0
Florida,2014-12-05,2014-12-07,824.0
California,2014-05-05,2014-05-06,593.0
Kansas,2014-10-23,2014-10-26,1048.0
New York,2014-06-16,2014-06-18,670.0
Alaska,2014-02-15,2014-02-16,727.0
Oregon,2014-04-27,2014-04-29,740.0
Kansas,2014-10-19,2014-10-19,1220.0
Oklahoma,2014-07-22,2014-07-23,552.0
Alaska,2014-04-19,2014-04-19,685.0
Washington,2014-06-12,2014-06-12,886.0
Iowa,2014-07-30,2014-08-01,1279.0
California,2014-11-21,2014-11-21,539.0
Washington,2014-07-24,2014-07-26,956.0
Delaware,2014-11-26,2014-11-27,717.0
Oregon,2014-04-17,2014-04-18,902.0
Arkansas,2014-08-25,2014-08-28,1323.0
Indiana,2014-06-27,2014-06-30,575.0
Louisiana,2014-05-06,2014-05-09,1475.0
Idaho,2014-11-15,2014-11-16,1225.0
Oklahoma,2014-06-01,2014-06-02,543.0
Montana,2014-12-08,2014-12-09,765.0
Mississippi,2014-01-07,2014-01-10,655.0
Montana,2014-12-23,2014-12-26,770.0
California,2014-01-16,2014-01-19,666.0
Ohio,2014-06-28,2014-06-28,612.0
Georgia,2014-10-12,2014-10-15,1344.0
Ohio,2014-01-13,2014-01-16,747.0
Florida,2014-11-05,2014-11-08,881.0
Iowa,2014-05-30,2014-05-31,936.0
New York,2014-01-13,2014-01-14,688.0
Oregon,2014-01-04,2014-01-06,835.0
Oregon,2014-04-26,2014-04-27,739.0
Montana,2014-11-29,2014-12-02,711.0
Mississippi,2014-04-22,2014-04-22,698.0
Idaho,2014-12-17,2014-12-18,1170.0
New Mexico,2014-12-13,2014-12-15,1150.0
Washington,2014-08-18,2014-08-18,873.0
New Mexico,2014-08-13,2014-08-15,1068.0
Kansas,2014-06-18,2014-06-19,1158.0
Texas,2014-10-09,2014-10-10,1249.0
Kansas,2014-11-15,2014-11-15,1102.0
Montana,2014-10-19,2014-10-19,830.0
Arkansas,2014-09-03,2014-09-03,1239.0
Oklahoma,2014-07-29,2014-07-31,447.0
Maine,2014-08-12,2014-08-12,318.0
New Mexico,2014-11-27,2014-11-28,1051.0
Idaho,2014-11-29,2014-12-01,1335.0
Florida,2014-07-03,2014-07-04,754.0
New York,2014-07-15,2014-07-17,727.0
Indiana,2014-04-04,2014-04-06,453.0
Maine,2014-05-16,2014-05-19,433.0
Louisiana,2014-10-29,2014-10-31,1408.0
Illinois,2014-05-07,2014-05-07,1376.0
Louisiana,2014-06-25,2014-06-28,1528.0
Oregon,2014-08-03,2014-08-06,616.0
Kansas,2014-12-26,2014-12-27,1076.0
Texas,2014-11-14,2014-11-16,1289.0
Montana,2014-12-03,2014-12-03,755.0
Mississippi,2014-05-29,2014-05-30,583.0
Florida,2014-08-09,2014-08-11,929.0
Georgia,2014-08-17,2014-08-20,1298.0
Maine,2014-12-22,2014-12-22,281.0
New York,2014-06-07,2014-06-07,641.0
Delaware,2014-07-17,2014-07-18,1115.0
Iowa,2014-11-22,2014-11-24,926.0
Nebraska,2014-03-30,2014-03-31,646.0
Louisiana,2014-08-12,2014-08-14,1365.0
Indiana,2014-08-23,2014-08-25,560.0
Ohio,2014-11-07,2014-11-07,465.0
Oregon,2014-08-31,2014-09-01,723.0
Iowa,2014-12-14,2014-12-17,1188.0
California,2014-06-07,2014-06-08,540.0
Montana,2014-09-10,2014-09-11,766.0
Kansas,2014-11-10,2014-11-13,1095.0
Delaware,2014-05-25,2014-05-26,814.0
Oregon,2014-01-21,2014-01-21,826.0
Illinois,2014-12-23,2014-12-26,1331.0
Nebraska,2014-12-03,2014-12-06,656.0
Illinois,2014-09-15,2014-09-16,1404.0
Ohio,2014-05-30,2014-06-01,612.0
Alaska,2014-05-31,2014-06-01,778.0
Georgia,2014-06-08,2014-06-11,1268.0
Kansas,2014-10-31,2014-10-31,1033.0
Ohio,2014-05-21,2014-05-21,495.0
Indiana,2014-03-08,2014-03-08,492.0
Washington,2014-12-21,2014-12-23,838.0
Missouri,2014-09-05,2014-09-07,1099.0
Nebraska,2014-01-10,2014-01-13,859.0
California,2014-08-14,2014-08-14,572.0
California,2014-07-18,2014-07-20,649.0
Mississippi,2014-06-05,2014-06-08,600.0
Texas,2014-06-16,2014-06-18,1283.0
Oregon,2014-12-15,2014-12-16,683.0
Nevada,2014-09-24,2014-09-25,474.0
Oregon,2014-04-07,2014-04-07,889.0
Kansas,2014-10-31,2014-11-02,1042.0
Nebraska,2014-01-18,2014-01-19,811.0
Oregon,2014-02-14,2014-02-14,660.0
Illinois,2014-03-05,2014-03-05,1347.0
Montana,2014-06-07,2014-06-07,891.0
Kansas,2014-05-28,2014-05-28,1072.0
Arkansas,2014-08-01,2014-08-02,1151.0
Arkansas,2014-10-16,2014-10-16,1063.0
Idaho,2014-01-26,2014-01-28,1498.0
Georgia,2014-07-05,2014-07-06,1231.0
Maine,2014-05-13,2014-05-16,357.0
Delaware,2014-06-17,2014-06-17,1033.0
Missouri,2014-09-17,2014-09-20,1223.0
Mississippi,2014-01-09,2014-01-12,648.0
Maine,2014-07-06,2014-07-09,425.0
Ohio,2014-02-24,2014-02-24,501.0
Nebraska,2014-03-07,2014-03-07,653.0
California,2014-01-28,2014-01-29,545.0
Texas,2014-11-27,2014-11-30,1135.0
Georgia,2014-09-12,2014-09-15,1121.0
Nebraska,2014-03-25,2014-03-27,680.0
Iowa,2014-05-08,2014-05-09,1203.0
Florida,2014-12-07,2014-12-10,1007.0
Montana,2014-10-26,2014-10-29,773.0
Texas,2014-10-19,2014-10-22,1254.0
Nebraska,2014-03-16,2014-03-19,768.0
Illinois,2014-08-21,2014-08-23,1492.0
Nebraska,2014-06-24,2014-06-26,748.0
Oregon,2014-11-18,2014-11-19,799.0
Texas,2014-10-22,2014-10-22,1264.0
Texas,2014-11-07,2014-11-10,1213.0
Missouri,2014-12-21,2014-12-21,1152.0
Oregon,2014-02-19,2014-02-22,849.0
Iowa,2014-08-08,2014-08-11,1169.0
Oregon,2014-01-27,2014-01-29,555.0
Maine,2014-06-02,2014-06-05,229.0
Arkansas,2014-11-18,2014-11-19,1191.0
Montana,2014-12-01,2014-12-01,906.0
Nevada,2014-10-11,2014-10-14,458.0
Oregon,2014-06-08,2014-06-09,734.0
New York,2014-05-14,2014-05-14,608.0
Alaska,2014-08-16,2014-08-18,614.0
Missouri,2014-11-10,2014-11-12,1258.0
Oregon,2014-07-01,2014-07-02,564.0
Ohio,2014-08-23,2014-08-23,626.0
Illinois,2014-07-22,2014-07-25,1230.0
Nevada,2014-04-10,2014-04-11,618.0
Ohio,2014-07-03,2014-07-05,786.0
Delaware,2014-09-23,2014-09-24,808.0
Kansas,2014-08-27,2014-08-30,1023.0
Idaho,2014-10-04,2014-10-07,1347.0
Ohio,2014-01-19,2014-01-20,811.0
New York,2014-09-06,2014-09-06,769.0
Nevada,2014-07-21,2014-07-24,398.0
Maine,2014-06-03,2014-06-06,480.0
Ohio,2014-09-05,2014-09-05,711.0
Kansas,2014-10-29,2014-10-29,1198.0
Texas,2014-12-02,2014-12-05,1135.0
Georgia,2014-12-14,2014-12-15,1219.0
Oklahoma,2014-10-01,2014-10-03,388.0
Maine,2014-06-16,2014-06-17,358.0
Alaska,2014-09-01,2014-09-01,449.0
Alaska,2014-03-13,2014-03-13,715.0
California,2014-08-30,2014-09-02,621.0
Oregon,2014-02-18,2014-02-19,787.0
Florida,2014-12-21,2014-12-21,798.0
Indiana,2014-07-19,2014-07-20,582.0
Kansas,2014-10-11,2014-10-12,1240.0
Delaware,2014-05-24,2014-05-26,1011.0
California,2014-02-08,2014-02-08,732.0
